script_id,strategy,repetition,turn,question,target_fact_id,agent_response,ground_truth
medical_03,baseline,4,20,What must not be mentioned in any draft?,F4,Specific names of legal counsel or private patient details must not be mentioned.,"[""Settlement amounts"", ""Do not mention settlement amounts in any draft.""]"
medical_03,baseline,4,25,When did the patient arrive at Lakeview Regional Hospital?,F1,The exact arrival time is not specified in the conversation history.,"[""March 2024"", ""March 12, 2024"", ""The patient arrived at Lakeview Regional Hospital on March 12, 2024.""]"
medical_03,rolling_summary,0,5,At which hospital did the patient arrive?,F1,A regional hospital.,"[""Lakeview Regional Hospital"", ""The patient arrived at Lakeview Regional Hospital."", ""The patient arrived at Lakeview Regional Hospital on March 12, 2024.""]"
medical_03,rolling_summary,0,10,Who is the defense expert neurologist?,F5,I don't know,"[""Dr. Helen Morris"", ""The defense expert is neurologist Dr. Helen Morris.""]"
medical_03,rolling_summary,0,15,How should the emergency department timeline be presented?,F6,"Present chronologically: triage, neurological observations, CT requests, radiology interpretation, physician escalation, transfer decisions.","[""Chronologically"", ""The emergency department timeline should always be presented chronologically.""]"
medical_03,rolling_summary,0,20,What must not be mentioned in any draft?,F4,Do not mention amended nursing notes clarifying weakness onset before transfer.,"[""Settlement amounts"", ""Do not mention settlement amounts in any draft.""]"
medical_03,rolling_summary,0,25,When did the patient arrive at Lakeview Regional Hospital?,F1,I don't know,"[""March 2024"", ""March 12, 2024"", ""The patient arrived at Lakeview Regional Hospital on March 12, 2024.""]"
medical_03,rolling_summary,1,5,At which hospital did the patient arrive?,F1,A regional hospital.,"[""Lakeview Regional Hospital"", ""The patient arrived at Lakeview Regional Hospital."", ""The patient arrived at Lakeview Regional Hospital on March 12, 2024.""]"
medical_03,rolling_summary,1,10,Who is the defense expert neurologist?,F5,I don't know,"[""Dr. Helen Morris"", ""The defense expert is neurologist Dr. Helen Morris.""]"
medical_03,rolling_summary,1,15,How should the emergency department timeline be presented?,F6,"Present the timeline detailing symptom onset, recognition delays, imaging timing, and thrombolytic administration relative to protocols.","[""Chronologically"", ""The emergency department timeline should always be presented chronologically.""]"
medical_03,rolling_summary,1,20,What must not be mentioned in any draft?,F4,No specific information was provided about what must not be mentioned in any draft.,"[""Settlement amounts"", ""Do not mention settlement amounts in any draft.""]"
medical_03,rolling_summary,1,25,When did the patient arrive at Lakeview Regional Hospital?,F1,I don't know,"[""March 2024"", ""March 12, 2024"", ""The patient arrived at Lakeview Regional Hospital on March 12, 2024.""]"
medical_03,rolling_summary,2,5,At which hospital did the patient arrive?,F1,A regional hospital.,"[""Lakeview Regional Hospital"", ""The patient arrived at Lakeview Regional Hospital."", ""The patient arrived at Lakeview Regional Hospital on March 12, 2024.""]"
medical_03,rolling_summary,2,10,Who is the defense expert neurologist?,F5,I don't know,"[""Dr. Helen Morris"", ""The defense expert is neurologist Dr. Helen Morris.""]"
medical_03,rolling_summary,2,15,How should the emergency department timeline be presented?,F6,"Present the timeline highlighting delays in assessments, imaging, result interpretation, treatment initiation, and symptom escalation.","[""Chronologically"", ""The emergency department timeline should always be presented chronologically.""]"
medical_03,rolling_summary,2,20,What must not be mentioned in any draft?,F4,The defense expert Dr. Helen Morris must not be mentioned in any draft.,"[""Settlement amounts"", ""Do not mention settlement amounts in any draft.""]"
medical_03,rolling_summary,2,25,When did the patient arrive at Lakeview Regional Hospital?,F1,I don't know,"[""March 2024"", ""March 12, 2024"", ""The patient arrived at Lakeview Regional Hospital on March 12, 2024.""]"
medical_03,rolling_summary,3,5,At which hospital did the patient arrive?,F1,A regional hospital.,"[""Lakeview Regional Hospital"", ""The patient arrived at Lakeview Regional Hospital."", ""The patient arrived at Lakeview Regional Hospital on March 12, 2024.""]"
medical_03,rolling_summary,3,10,Who is the defense expert neurologist?,F5,I don't know,"[""Dr. Helen Morris"", ""The defense expert is neurologist Dr. Helen Morris.""]"
medical_03,rolling_summary,3,15,How should the emergency department timeline be presented?,F6,"Present the timeline showing delays in triage, assessment, imaging, and treatment versus accepted emergency stroke protocols.","[""Chronologically"", ""The emergency department timeline should always be presented chronologically.""]"
medical_03,rolling_summary,3,20,What must not be mentioned in any draft?,F4,Defense arguments about ambiguous symptoms and providers acting reasonably must not be mentioned in any draft.,"[""Settlement amounts"", ""Do not mention settlement amounts in any draft.""]"
medical_03,rolling_summary,3,25,When did the patient arrive at Lakeview Regional Hospital?,F1,I don't know,"[""March 2024"", ""March 12, 2024"", ""The patient arrived at Lakeview Regional Hospital on March 12, 2024.""]"
medical_03,rolling_summary,4,5,At which hospital did the patient arrive?,F1,A regional hospital.,"[""Lakeview Regional Hospital"", ""The patient arrived at Lakeview Regional Hospital."", ""The patient arrived at Lakeview Regional Hospital on March 12, 2024.""]"
medical_03,rolling_summary,4,10,Who is the defense expert neurologist?,F5,I don't know,"[""Dr. Helen Morris"", ""The defense expert is neurologist Dr. Helen Morris.""]"
medical_03,rolling_summary,4,15,How should the emergency department timeline be presented?,F6,"Present the timeline chronologically, comparing care steps against established stroke management guidelines and protocol breaches.","[""Chronologically"", ""The emergency department timeline should always be presented chronologically.""]"
medical_03,rolling_summary,4,20,What must not be mentioned in any draft?,F4,No specific mention of what must not be included is stated in the conversation history.,"[""Settlement amounts"", ""Do not mention settlement amounts in any draft.""]"
medical_03,rolling_summary,4,25,When did the patient arrive at Lakeview Regional Hospital?,F1,I don't know,"[""March 2024"", ""March 12, 2024"", ""The patient arrived at Lakeview Regional Hospital on March 12, 2024.""]"
medical_03,hierarchical,0,5,At which hospital did the patient arrive?,F1,A regional hospital.,"[""Lakeview Regional Hospital"", ""The patient arrived at Lakeview Regional Hospital."", ""The patient arrived at Lakeview Regional Hospital on March 12, 2024.""]"
medical_03,hierarchical,0,10,Who is the defense expert neurologist?,F5,I don't know,"[""Dr. Helen Morris"", ""The defense expert is neurologist Dr. Helen Morris.""]"
medical_03,hierarchical,0,15,How should the emergency department timeline be presented?,F6,"Present a detailed, chronological timeline from symptom onset to treatment, highlighting delays and deviations from standard care.","[""Chronologically"", ""The emergency department timeline should always be presented chronologically.""]"
medical_03,hierarchical,0,20,What must not be mentioned in any draft?,F4,Do not mention the identity of the defense expert neurologist.,"[""Settlement amounts"", ""Do not mention settlement amounts in any draft.""]"
medical_03,hierarchical,0,25,When did the patient arrive at Lakeview Regional Hospital?,F1,The exact arrival time is not specified; only that the patient arrived at Lakeview Regional Hospital.,"[""March 2024"", ""March 12, 2024"", ""The patient arrived at Lakeview Regional Hospital on March 12, 2024.""]"
medical_03,hierarchical,1,5,At which hospital did the patient arrive?,F1,A regional hospital.,"[""Lakeview Regional Hospital"", ""The patient arrived at Lakeview Regional Hospital."", ""The patient arrived at Lakeview Regional Hospital on March 12, 2024.""]"
medical_03,hierarchical,1,10,Who is the defense expert neurologist?,F5,I don't know,"[""Dr. Helen Morris"", ""The defense expert is neurologist Dr. Helen Morris.""]"
medical_03,hierarchical,1,15,How should the emergency department timeline be presented?,F6,"Present timeline from symptom onset to treatment, detailing arrival, diagnosis, imaging, escalation, and treatment times.","[""Chronologically"", ""The emergency department timeline should always be presented chronologically.""]"
medical_03,hierarchical,1,20,What must not be mentioned in any draft?,F4,Defense expert neurologist's identity must not be mentioned in any draft.,"[""Settlement amounts"", ""Do not mention settlement amounts in any draft.""]"
medical_03,hierarchical,1,25,When did the patient arrive at Lakeview Regional Hospital?,F1,I don't know,"[""March 2024"", ""March 12, 2024"", ""The patient arrived at Lakeview Regional Hospital on March 12, 2024.""]"
medical_03,hierarchical,2,5,At which hospital did the patient arrive?,F1,Regional hospital,"[""Lakeview Regional Hospital"", ""The patient arrived at Lakeview Regional Hospital."", ""The patient arrived at Lakeview Regional Hospital on March 12, 2024.""]"
medical_03,hierarchical,2,10,Who is the defense expert neurologist?,F5,I don't know,"[""Dr. Helen Morris"", ""The defense expert is neurologist Dr. Helen Morris.""]"
medical_03,hierarchical,2,15,How should the emergency department timeline be presented?,F6,"Present ED timeline chronologically: symptoms onset, arrival, triage, neuro assessments, imaging requests, interpretations, escalation, treatment decisions.","[""Chronologically"", ""The emergency department timeline should always be presented chronologically.""]"
medical_03,hierarchical,2,20,What must not be mentioned in any draft?,F4,Defense expert neurologist identity must not be mentioned as it was previously unknown.,"[""Settlement amounts"", ""Do not mention settlement amounts in any draft.""]"
medical_03,hierarchical,2,25,When did the patient arrive at Lakeview Regional Hospital?,F1,The patient arrived at Lakeview Regional Hospital during the initial emergency department admission; exact time not specified.,"[""March 2024"", ""March 12, 2024"", ""The patient arrived at Lakeview Regional Hospital on March 12, 2024.""]"
medical_03,hierarchical,3,5,At which hospital did the patient arrive?,F1,A regional hospital.,"[""Lakeview Regional Hospital"", ""The patient arrived at Lakeview Regional Hospital."", ""The patient arrived at Lakeview Regional Hospital on March 12, 2024.""]"
medical_03,hierarchical,3,10,Who is the defense expert neurologist?,F5,I don't know,"[""Dr. Helen Morris"", ""The defense expert is neurologist Dr. Helen Morris.""]"
medical_03,hierarchical,3,15,How should the emergency department timeline be presented?,F6,"Chronologically, emphasizing triage, neurological observations, imaging requests and interpretation, physician escalation, and transfer decisions.","[""Chronologically"", ""The emergency department timeline should always be presented chronologically.""]"
medical_03,hierarchical,3,20,What must not be mentioned in any draft?,F4,The identity of the defense expert neurologist must not be mentioned in any draft.,"[""Settlement amounts"", ""Do not mention settlement amounts in any draft.""]"
medical_03,hierarchical,3,25,When did the patient arrive at Lakeview Regional Hospital?,F1,The exact arrival time is not provided; only that the patient arrived at Lakeview Regional Hospital.,"[""March 2024"", ""March 12, 2024"", ""The patient arrived at Lakeview Regional Hospital on March 12, 2024.""]"
medical_03,hierarchical,4,5,At which hospital did the patient arrive?,F1,A regional hospital.,"[""Lakeview Regional Hospital"", ""The patient arrived at Lakeview Regional Hospital."", ""The patient arrived at Lakeview Regional Hospital on March 12, 2024.""]"
medical_03,hierarchical,4,10,Who is the defense expert neurologist?,F5,I don't know,"[""Dr. Helen Morris"", ""The defense expert is neurologist Dr. Helen Morris.""]"
medical_03,hierarchical,4,15,How should the emergency department timeline be presented?,F6,"Present the timeline detailing symptom onset, hospital arrival, diagnostic steps, treatment decisions, and intervention timing.","[""Chronologically"", ""The emergency department timeline should always be presented chronologically.""]"
medical_03,hierarchical,4,20,What must not be mentioned in any draft?,F4,The hospital at which the patient arrived must not be mentioned in any draft.,"[""Settlement amounts"", ""Do not mention settlement amounts in any draft.""]"
medical_03,hierarchical,4,25,When did the patient arrive at Lakeview Regional Hospital?,F1,The exact patient arrival time at Lakeview Regional Hospital is not mentioned in the conversation history.,"[""March 2024"", ""March 12, 2024"", ""The patient arrived at Lakeview Regional Hospital on March 12, 2024.""]"
medical_03,rag,0,5,At which hospital did the patient arrive?,F1,At a regional hospital.,"[""Lakeview Regional Hospital"", ""The patient arrived at Lakeview Regional Hospital."", ""The patient arrived at Lakeview Regional Hospital on March 12, 2024.""]"
medical_03,rag,0,10,Who is the defense expert neurologist?,F5,I don't know,"[""Dr. Helen Morris"", ""The defense expert is neurologist Dr. Helen Morris.""]"
medical_03,rag,0,15,How should the emergency department timeline be presented?,F6,"Present the timeline chronologically, detailing symptom onset, hospital arrival, treatment steps, delays, and CT interpretation errors.","[""Chronologically"", ""The emergency department timeline should always be presented chronologically.""]"
medical_03,rag,0,20,What must not be mentioned in any draft?,F4,Do not mention unclear or subtle initial symptoms suggesting ambiguity about stroke indicators.,"[""Settlement amounts"", ""Do not mention settlement amounts in any draft.""]"
medical_03,rag,0,25,When did the patient arrive at Lakeview Regional Hospital?,F1,The exact arrival time at Lakeview Regional Hospital is not specified in the conversation history.,"[""March 2024"", ""March 12, 2024"", ""The patient arrived at Lakeview Regional Hospital on March 12, 2024.""]"
medical_03,rag,1,5,At which hospital did the patient arrive?,F1,At a regional hospital.,"[""Lakeview Regional Hospital"", ""The patient arrived at Lakeview Regional Hospital."", ""The patient arrived at Lakeview Regional Hospital on March 12, 2024.""]"
medical_03,rag,1,10,Who is the defense expert neurologist?,F5,I don't know,"[""Dr. Helen Morris"", ""The defense expert is neurologist Dr. Helen Morris.""]"
medical_03,rag,1,15,How should the emergency department timeline be presented?,F6,"Chronologically from symptom onset, hospital arrival, diagnostic steps, treatment start, to any delays documented.","[""Chronologically"", ""The emergency department timeline should always be presented chronologically.""]"
medical_03,rag,1,20,What must not be mentioned in any draft?,F4,Do not mention that early symptoms were subtle or non-specific as a justification in the draft.,"[""Settlement amounts"", ""Do not mention settlement amounts in any draft.""]"
medical_03,rag,1,25,When did the patient arrive at Lakeview Regional Hospital?,F1,The exact arrival time is not specified in the conversation history.,"[""March 2024"", ""March 12, 2024"", ""The patient arrived at Lakeview Regional Hospital on March 12, 2024.""]"
medical_03,rag,2,5,At which hospital did the patient arrive?,F1,A regional hospital.,"[""Lakeview Regional Hospital"", ""The patient arrived at Lakeview Regional Hospital."", ""The patient arrived at Lakeview Regional Hospital on March 12, 2024.""]"
medical_03,rag,2,10,Who is the defense expert neurologist?,F5,I don't know,"[""Dr. Helen Morris"", ""The defense expert is neurologist Dr. Helen Morris.""]"
medical_03,rag,2,15,How should the emergency department timeline be presented?,F6,"Chronologically, from symptom onset to hospital arrival, interventions, delays, staff actions, and CT scan interpretation.","[""Chronologically"", ""The emergency department timeline should always be presented chronologically.""]"
medical_03,rag,2,20,What must not be mentioned in any draft?,F4,Do not mention the amended nursing notes clarification explicitly in any draft.,"[""Settlement amounts"", ""Do not mention settlement amounts in any draft.""]"
medical_03,rag,2,25,When did the patient arrive at Lakeview Regional Hospital?,F1,The exact arrival time is not specified in the conversation history.,"[""March 2024"", ""March 12, 2024"", ""The patient arrived at Lakeview Regional Hospital on March 12, 2024.""]"
medical_03,rag,3,5,At which hospital did the patient arrive?,F1,A regional hospital.,"[""Lakeview Regional Hospital"", ""The patient arrived at Lakeview Regional Hospital."", ""The patient arrived at Lakeview Regional Hospital on March 12, 2024.""]"
medical_03,rag,3,10,Who is the defense expert neurologist?,F5,I don't know,"[""Dr. Helen Morris"", ""The defense expert is neurologist Dr. Helen Morris.""]"
medical_03,rag,3,15,How should the emergency department timeline be presented?,F6,"Present a detailed chronological timeline from symptom onset through treatment and discharge, highlighting any delays.","[""Chronologically"", ""The emergency department timeline should always be presented chronologically.""]"
medical_03,rag,3,20,What must not be mentioned in any draft?,F4,No specific prohibition mentioned on what must not be included in any draft in conversation history.,"[""Settlement amounts"", ""Do not mention settlement amounts in any draft.""]"
medical_03,rag,3,25,When did the patient arrive at Lakeview Regional Hospital?,F1,The exact arrival time at Lakeview Regional Hospital is not provided in the conversation history.,"[""March 2024"", ""March 12, 2024"", ""The patient arrived at Lakeview Regional Hospital on March 12, 2024.""]"
medical_03,rag,4,5,At which hospital did the patient arrive?,F1,A regional hospital.,"[""Lakeview Regional Hospital"", ""The patient arrived at Lakeview Regional Hospital."", ""The patient arrived at Lakeview Regional Hospital on March 12, 2024.""]"
medical_03,rag,4,10,Who is the defense expert neurologist?,F5,I don't know,"[""Dr. Helen Morris"", ""The defense expert is neurologist Dr. Helen Morris.""]"
medical_03,rag,4,15,How should the emergency department timeline be presented?,F6,"Present the timeline chronologically: triage, neurological observations, CT order, radiology interpretation, physician escalation, transfer decisions.","[""Chronologically"", ""The emergency department timeline should always be presented chronologically.""]"
medical_03,rag,4,20,What must not be mentioned in any draft?,F4,No mention of initial symptoms as definitively stroke without considering ambiguity in early presentation.,"[""Settlement amounts"", ""Do not mention settlement amounts in any draft.""]"
medical_03,rag,4,25,When did the patient arrive at Lakeview Regional Hospital?,F1,I don't know,"[""March 2024"", ""March 12, 2024"", ""The patient arrived at Lakeview Regional Hospital on March 12, 2024.""]"
medical_04,baseline,0,5,At which medical center did the surgery occur?,F1,I don't know,"[""Northbridge Medical Center"", ""The surgery occurred at Northbridge Medical Center.""]"
medical_04,baseline,0,10,Who is the primary expert witness?,F5,I don't know,"[""Dr. Samuel Reed"", ""Cardiothoracic surgeon Dr. Samuel Reed"", ""Cardiothoracic surgeon Dr. Samuel Reed is the primary expert witness.""]"
medical_04,baseline,0,15,What time format must be used for all procedural events?,F6,I don't know,"[""24-hour time format"", ""All procedural events must be referenced using 24-hour time format.""]"
medical_04,baseline,0,20,What must be avoided regarding physician motives?,F4,Physician motives must be avoided in evaluating postoperative care and decision-making standards.,"[""Avoid speculative language about physician motives"", ""Do not speculate about physician motives""]"
medical_04,baseline,0,25,What does the plaintiff claim was not addressed promptly?,F2,Abnormal drainage measurements documented hours before surgical reassessment were not addressed promptly.,"[""Postoperative bleeding"", ""The plaintiff claims postoperative bleeding was not addressed promptly.""]"
medical_04,baseline,1,5,At which medical center did the surgery occur?,F1,I don't know,"[""Northbridge Medical Center"", ""The surgery occurred at Northbridge Medical Center.""]"
medical_04,baseline,1,10,Who is the primary expert witness?,F5,I don't know,"[""Dr. Samuel Reed"", ""Cardiothoracic surgeon Dr. Samuel Reed"", ""Cardiothoracic surgeon Dr. Samuel Reed is the primary expert witness.""]"
medical_04,baseline,1,15,What time format must be used for all procedural events?,F6,I don't know,"[""24-hour time format"", ""All procedural events must be referenced using 24-hour time format.""]"
medical_04,baseline,1,20,What must be avoided regarding physician motives?,F4,Physician motives must be avoided in assessing standard of care and surgical decision-making quality.,"[""Avoid speculative language about physician motives"", ""Do not speculate about physician motives""]"
medical_04,baseline,1,25,What does the plaintiff claim was not addressed promptly?,F2,"The plaintiff claims abnormal drainage was documented hours before surgical reassessment, indicating delayed intervention.","[""Postoperative bleeding"", ""The plaintiff claims postoperative bleeding was not addressed promptly.""]"
medical_04,baseline,2,5,At which medical center did the surgery occur?,F1,I don't know,"[""Northbridge Medical Center"", ""The surgery occurred at Northbridge Medical Center.""]"
medical_04,baseline,2,10,Who is the primary expert witness?,F5,I don't know,"[""Dr. Samuel Reed"", ""Cardiothoracic surgeon Dr. Samuel Reed"", ""Cardiothoracic surgeon Dr. Samuel Reed is the primary expert witness.""]"
medical_04,baseline,2,15,What time format must be used for all procedural events?,F6,I don't know,"[""24-hour time format"", ""All procedural events must be referenced using 24-hour time format.""]"
medical_04,baseline,2,20,What must be avoided regarding physician motives?,F4,Physician motives must be avoided in assessing the standard of care and clinical decisions.,"[""Avoid speculative language about physician motives"", ""Do not speculate about physician motives""]"
medical_04,baseline,2,25,What does the plaintiff claim was not addressed promptly?,F2,Abnormal drainage documented hours before surgical reassessment was not addressed promptly.,"[""Postoperative bleeding"", ""The plaintiff claims postoperative bleeding was not addressed promptly.""]"
medical_04,baseline,3,5,At which medical center did the surgery occur?,F1,I don't know,"[""Northbridge Medical Center"", ""The surgery occurred at Northbridge Medical Center.""]"
medical_04,baseline,3,10,Who is the primary expert witness?,F5,I don't know,"[""Dr. Samuel Reed"", ""Cardiothoracic surgeon Dr. Samuel Reed"", ""Cardiothoracic surgeon Dr. Samuel Reed is the primary expert witness.""]"
medical_04,baseline,3,15,What time format must be used for all procedural events?,F6,I don't know,"[""24-hour time format"", ""All procedural events must be referenced using 24-hour time format.""]"
medical_04,baseline,3,20,What must be avoided regarding physician motives?,F4,Avoid attributing physician motives in the dispute materials or expert testimony.,"[""Avoid speculative language about physician motives"", ""Do not speculate about physician motives""]"
medical_04,baseline,3,25,What does the plaintiff claim was not addressed promptly?,F2,"Abnormal drainage documented hours before delayed surgical reassessment was not addressed promptly, per plaintiff's claim.","[""Postoperative bleeding"", ""The plaintiff claims postoperative bleeding was not addressed promptly.""]"
medical_04,baseline,4,5,At which medical center did the surgery occur?,F1,I don't know,"[""Northbridge Medical Center"", ""The surgery occurred at Northbridge Medical Center.""]"
medical_04,baseline,4,10,Who is the primary expert witness?,F5,I don't know,"[""Dr. Samuel Reed"", ""Cardiothoracic surgeon Dr. Samuel Reed"", ""Cardiothoracic surgeon Dr. Samuel Reed is the primary expert witness.""]"
medical_04,baseline,4,15,What time format must be used for all procedural events?,F6,I don't know,"[""24-hour time format"", ""All procedural events must be referenced using 24-hour time format.""]"
medical_04,baseline,4,20,What must be avoided regarding physician motives?,F4,I don't know,"[""Avoid speculative language about physician motives"", ""Do not speculate about physician motives""]"
medical_04,baseline,4,25,What does the plaintiff claim was not addressed promptly?,F2,Abnormal drainage measurements were not promptly addressed before surgical reassessment.,"[""Postoperative bleeding"", ""The plaintiff claims postoperative bleeding was not addressed promptly.""]"
medical_04,rolling_summary,0,5,At which medical center did the surgery occur?,F1,I don't know,"[""Northbridge Medical Center"", ""The surgery occurred at Northbridge Medical Center.""]"
medical_04,rolling_summary,0,10,Who is the primary expert witness?,F5,I don't know,"[""Dr. Samuel Reed"", ""Cardiothoracic surgeon Dr. Samuel Reed"", ""Cardiothoracic surgeon Dr. Samuel Reed is the primary expert witness.""]"
medical_04,rolling_summary,0,15,What time format must be used for all procedural events?,F6,I don't know,"[""24-hour time format"", ""All procedural events must be referenced using 24-hour time format.""]"
medical_04,rolling_summary,0,20,What must be avoided regarding physician motives?,F4,Avoid attributing postoperative monitoring or intervention decisions to improper physician motives without factual evidence.,"[""Avoid speculative language about physician motives"", ""Do not speculate about physician motives""]"
medical_04,rolling_summary,0,25,What does the plaintiff claim was not addressed promptly?,F2,"Delayed response to bleeding indicators was not addressed promptly, according to the plaintiff's claim.","[""Postoperative bleeding"", ""The plaintiff claims postoperative bleeding was not addressed promptly.""]"
medical_04,rolling_summary,1,5,At which medical center did the surgery occur?,F1,I don't know,"[""Northbridge Medical Center"", ""The surgery occurred at Northbridge Medical Center.""]"
medical_04,rolling_summary,1,10,Who is the primary expert witness?,F5,Qualified cardiologists or cardiothoracic surgeons serve as primary expert medical witnesses.,"[""Dr. Samuel Reed"", ""Cardiothoracic surgeon Dr. Samuel Reed"", ""Cardiothoracic surgeon Dr. Samuel Reed is the primary expert witness.""]"
medical_04,rolling_summary,1,15,What time format must be used for all procedural events?,F6,I don't know,"[""24-hour time format"", ""All procedural events must be referenced using 24-hour time format.""]"
medical_04,rolling_summary,1,20,What must be avoided regarding physician motives?,F4,Avoid discussing or assuming physician motives unrelated to the standard of care and factual medical decisions.,"[""Avoid speculative language about physician motives"", ""Do not speculate about physician motives""]"
medical_04,rolling_summary,1,25,What does the plaintiff claim was not addressed promptly?,F2,"Abnormal postoperative bleeding indicators documented hours before surgical reassessment, suggesting delayed response.","[""Postoperative bleeding"", ""The plaintiff claims postoperative bleeding was not addressed promptly.""]"
medical_04,rolling_summary,2,5,At which medical center did the surgery occur?,F1,I don't know,"[""Northbridge Medical Center"", ""The surgery occurred at Northbridge Medical Center.""]"
medical_04,rolling_summary,2,10,Who is the primary expert witness?,F5,I don't know,"[""Dr. Samuel Reed"", ""Cardiothoracic surgeon Dr. Samuel Reed"", ""Cardiothoracic surgeon Dr. Samuel Reed is the primary expert witness.""]"
medical_04,rolling_summary,2,15,What time format must be used for all procedural events?,F6,I don't know,"[""24-hour time format"", ""All procedural events must be referenced using 24-hour time format.""]"
medical_04,rolling_summary,2,20,What must be avoided regarding physician motives?,F4,Avoid assuming physician motives without evidence when evaluating delayed surgical intervention and patient recovery issues.,"[""Avoid speculative language about physician motives"", ""Do not speculate about physician motives""]"
medical_04,rolling_summary,2,25,What does the plaintiff claim was not addressed promptly?,F2,Postoperative bleeding indicators were not addressed promptly according to the plaintiff's claim.,"[""Postoperative bleeding"", ""The plaintiff claims postoperative bleeding was not addressed promptly.""]"
medical_04,rolling_summary,3,5,At which medical center did the surgery occur?,F1,I don't know,"[""Northbridge Medical Center"", ""The surgery occurred at Northbridge Medical Center.""]"
medical_04,rolling_summary,3,10,Who is the primary expert witness?,F5,I don't know,"[""Dr. Samuel Reed"", ""Cardiothoracic surgeon Dr. Samuel Reed"", ""Cardiothoracic surgeon Dr. Samuel Reed is the primary expert witness.""]"
medical_04,rolling_summary,3,15,What time format must be used for all procedural events?,F6,I don't know,"[""24-hour time format"", ""All procedural events must be referenced using 24-hour time format.""]"
medical_04,rolling_summary,3,20,What must be avoided regarding physician motives?,F4,Avoid attributing physician motives; focus on clinical facts and standards of postoperative care.,"[""Avoid speculative language about physician motives"", ""Do not speculate about physician motives""]"
medical_04,rolling_summary,3,25,What does the plaintiff claim was not addressed promptly?,F2,Delayed response to bleeding indicators was not addressed promptly according to the plaintiff.,"[""Postoperative bleeding"", ""The plaintiff claims postoperative bleeding was not addressed promptly.""]"
medical_04,rolling_summary,4,5,At which medical center did the surgery occur?,F1,I don't know,"[""Northbridge Medical Center"", ""The surgery occurred at Northbridge Medical Center.""]"
medical_04,rolling_summary,4,10,Who is the primary expert witness?,F5,I don't know,"[""Dr. Samuel Reed"", ""Cardiothoracic surgeon Dr. Samuel Reed"", ""Cardiothoracic surgeon Dr. Samuel Reed is the primary expert witness.""]"
medical_04,rolling_summary,4,15,What time format must be used for all procedural events?,F6,I don't know,"[""24-hour time format"", ""All procedural events must be referenced using 24-hour time format.""]"
medical_04,rolling_summary,4,20,What must be avoided regarding physician motives?,F4,Avoid imputing improper motives to the physician in evaluating postoperative monitoring and intervention decisions.,"[""Avoid speculative language about physician motives"", ""Do not speculate about physician motives""]"
medical_04,rolling_summary,4,25,What does the plaintiff claim was not addressed promptly?,F2,Delayed response to bleeding indicators.,"[""Postoperative bleeding"", ""The plaintiff claims postoperative bleeding was not addressed promptly.""]"
medical_04,hierarchical,0,5,At which medical center did the surgery occur?,F1,I don't know,"[""Northbridge Medical Center"", ""The surgery occurred at Northbridge Medical Center.""]"
medical_04,hierarchical,0,10,Who is the primary expert witness?,F5,I don't know,"[""Dr. Samuel Reed"", ""Cardiothoracic surgeon Dr. Samuel Reed"", ""Cardiothoracic surgeon Dr. Samuel Reed is the primary expert witness.""]"
medical_04,hierarchical,0,15,What time format must be used for all procedural events?,F6,I don't know,"[""24-hour time format"", ""All procedural events must be referenced using 24-hour time format.""]"
medical_04,hierarchical,0,20,What must be avoided regarding physician motives?,F4,Avoid attributing physician motives that lack objective clinical evidence or expert testimony support.,"[""Avoid speculative language about physician motives"", ""Do not speculate about physician motives""]"
medical_04,hierarchical,0,25,What does the plaintiff claim was not addressed promptly?,F2,Abnormal postoperative drainage measurements and clinical bleeding indicators were not promptly addressed before surgical reassessment.,"[""Postoperative bleeding"", ""The plaintiff claims postoperative bleeding was not addressed promptly.""]"
medical_04,hierarchical,1,5,At which medical center did the surgery occur?,F1,I don't know,"[""Northbridge Medical Center"", ""The surgery occurred at Northbridge Medical Center.""]"
medical_04,hierarchical,1,10,Who is the primary expert witness?,F5,I don't know,"[""Dr. Samuel Reed"", ""Cardiothoracic surgeon Dr. Samuel Reed"", ""Cardiothoracic surgeon Dr. Samuel Reed is the primary expert witness.""]"
medical_04,hierarchical,1,15,What time format must be used for all procedural events?,F6,I don't know,"[""24-hour time format"", ""All procedural events must be referenced using 24-hour time format.""]"
medical_04,hierarchical,1,20,What must be avoided regarding physician motives?,F4,Physician motives must not bias interpretation of postoperative findings or delay necessary surgical reassessment and intervention.,"[""Avoid speculative language about physician motives"", ""Do not speculate about physician motives""]"
medical_04,hierarchical,1,25,What does the plaintiff claim was not addressed promptly?,F2,Abnormal drainage measurements were documented hours before surgical reassessment but not addressed promptly.,"[""Postoperative bleeding"", ""The plaintiff claims postoperative bleeding was not addressed promptly.""]"
medical_04,hierarchical,2,5,At which medical center did the surgery occur?,F1,I don't know,"[""Northbridge Medical Center"", ""The surgery occurred at Northbridge Medical Center.""]"
medical_04,hierarchical,2,10,Who is the primary expert witness?,F5,I don't know,"[""Dr. Samuel Reed"", ""Cardiothoracic surgeon Dr. Samuel Reed"", ""Cardiothoracic surgeon Dr. Samuel Reed is the primary expert witness.""]"
medical_04,hierarchical,2,15,What time format must be used for all procedural events?,F6,I don't know,"[""24-hour time format"", ""All procedural events must be referenced using 24-hour time format.""]"
medical_04,hierarchical,2,20,What must be avoided regarding physician motives?,F4,Physician motives must avoid bias; focus should be on objective clinical judgment and accepted standards.,"[""Avoid speculative language about physician motives"", ""Do not speculate about physician motives""]"
