script_id,strategy,repetition,turn,question,target_fact_id,agent_response,ground_truth
travel_03,baseline,3,25,By what date does the traveler need the visa issued?,F4,"By August 30, 2026, the visa should be issued.","[""August 30, 2026"", ""The visa must be issued no later than August 30, 2026"", ""The traveler needs the visa issued no later than August 30, 2026.""]"
travel_03,baseline,4,5,When does the traveler's passport expire?,F1,I don't know,"[""March 14, 2027"", ""It expires on March 14, 2027"", ""The traveler\u2019s passport expires on March 14, 2027.""]"
travel_03,baseline,4,10,On which weekday can the traveler not attend embassy appointments?,F3,I don't know,"[""Fridays"", ""The traveler cannot attend embassy appointments on Fridays"", ""The traveler cannot attend embassy appointments on Fridays.""]"
travel_03,baseline,4,15,On which date did the traveler renew their bank statement package?,F7,I don't know,"[""May 2, 2026"", ""The bank statement package was renewed on May 2, 2026"", ""The traveler renewed their bank statement package on May 2, 2026.""]"
travel_03,baseline,4,20,When and where does the conference the traveler must attend start?,F2,I don't know,"[""Berlin on September 18, 2026"", ""The conference starts in Berlin on September 18, 2026"", ""The traveler must attend a conference in Berlin starting September 18, 2026.""]"
travel_03,baseline,4,25,By what date does the traveler need the visa issued?,F4,"The visa must be issued by August 30, 2026.","[""August 30, 2026"", ""The visa must be issued no later than August 30, 2026"", ""The traveler needs the visa issued no later than August 30, 2026.""]"
travel_03,rolling_summary,0,5,When does the traveler's passport expire?,F1,I don't know,"[""March 14, 2027"", ""It expires on March 14, 2027"", ""The traveler\u2019s passport expires on March 14, 2027.""]"
travel_03,rolling_summary,0,10,On which weekday can the traveler not attend embassy appointments?,F3,I don't know,"[""Fridays"", ""The traveler cannot attend embassy appointments on Fridays"", ""The traveler cannot attend embassy appointments on Fridays.""]"
travel_03,rolling_summary,0,15,On which date did the traveler renew their bank statement package?,F7,I don't know,"[""May 2, 2026"", ""The bank statement package was renewed on May 2, 2026"", ""The traveler renewed their bank statement package on May 2, 2026.""]"
travel_03,rolling_summary,0,20,When and where does the conference the traveler must attend start?,F2,I don't know,"[""Berlin on September 18, 2026"", ""The conference starts in Berlin on September 18, 2026"", ""The traveler must attend a conference in Berlin starting September 18, 2026.""]"
travel_03,rolling_summary,0,25,By what date does the traveler need the visa issued?,F4,August 30,"[""August 30, 2026"", ""The visa must be issued no later than August 30, 2026"", ""The traveler needs the visa issued no later than August 30, 2026.""]"
travel_03,rolling_summary,1,5,When does the traveler's passport expire?,F1,The traveler's passport must have at least 6 months validity beyond the trip.,"[""March 14, 2027"", ""It expires on March 14, 2027"", ""The traveler\u2019s passport expires on March 14, 2027.""]"
travel_03,rolling_summary,1,10,On which weekday can the traveler not attend embassy appointments?,F3,I don't know,"[""Fridays"", ""The traveler cannot attend embassy appointments on Fridays"", ""The traveler cannot attend embassy appointments on Fridays.""]"
travel_03,rolling_summary,1,15,On which date did the traveler renew their bank statement package?,F7,I don't know,"[""May 2, 2026"", ""The bank statement package was renewed on May 2, 2026"", ""The traveler renewed their bank statement package on May 2, 2026.""]"
travel_03,rolling_summary,1,20,When and where does the conference the traveler must attend start?,F2,I don't know,"[""Berlin on September 18, 2026"", ""The conference starts in Berlin on September 18, 2026"", ""The traveler must attend a conference in Berlin starting September 18, 2026.""]"
travel_03,rolling_summary,1,25,By what date does the traveler need the visa issued?,F4,The visa must be issued by August 30.,"[""August 30, 2026"", ""The visa must be issued no later than August 30, 2026"", ""The traveler needs the visa issued no later than August 30, 2026.""]"
travel_03,rolling_summary,2,5,When does the traveler's passport expire?,F1,I don't know the traveler's passport expiration date from the conversation history.,"[""March 14, 2027"", ""It expires on March 14, 2027"", ""The traveler\u2019s passport expires on March 14, 2027.""]"
travel_03,rolling_summary,2,10,On which weekday can the traveler not attend embassy appointments?,F3,The traveler cannot attend embassy appointments on weekdays other than Friday.,"[""Fridays"", ""The traveler cannot attend embassy appointments on Fridays"", ""The traveler cannot attend embassy appointments on Fridays.""]"
travel_03,rolling_summary,2,15,On which date did the traveler renew their bank statement package?,F7,I don't know,"[""May 2, 2026"", ""The bank statement package was renewed on May 2, 2026"", ""The traveler renewed their bank statement package on May 2, 2026.""]"
travel_03,rolling_summary,2,20,When and where does the conference the traveler must attend start?,F2,I don't know,"[""Berlin on September 18, 2026"", ""The conference starts in Berlin on September 18, 2026"", ""The traveler must attend a conference in Berlin starting September 18, 2026.""]"
travel_03,rolling_summary,2,25,By what date does the traveler need the visa issued?,F4,August 30,"[""August 30, 2026"", ""The visa must be issued no later than August 30, 2026"", ""The traveler needs the visa issued no later than August 30, 2026.""]"
travel_03,rolling_summary,3,5,When does the traveler's passport expire?,F1,The passport must be valid at least 6 months post-return; exact expiration date not provided.,"[""March 14, 2027"", ""It expires on March 14, 2027"", ""The traveler\u2019s passport expires on March 14, 2027.""]"
travel_03,rolling_summary,3,10,On which weekday can the traveler not attend embassy appointments?,F3,No information about unavailable weekdays for embassy appointments is provided.,"[""Fridays"", ""The traveler cannot attend embassy appointments on Fridays"", ""The traveler cannot attend embassy appointments on Fridays.""]"
travel_03,rolling_summary,3,15,On which date did the traveler renew their bank statement package?,F7,I don't know,"[""May 2, 2026"", ""The bank statement package was renewed on May 2, 2026"", ""The traveler renewed their bank statement package on May 2, 2026.""]"
travel_03,rolling_summary,3,20,When and where does the conference the traveler must attend start?,F2,The conference starts before August 30 in Germany; exact start date not specified.,"[""Berlin on September 18, 2026"", ""The conference starts in Berlin on September 18, 2026"", ""The traveler must attend a conference in Berlin starting September 18, 2026.""]"
travel_03,rolling_summary,3,25,By what date does the traveler need the visa issued?,F4,Visa must be issued by August 30.,"[""August 30, 2026"", ""The visa must be issued no later than August 30, 2026"", ""The traveler needs the visa issued no later than August 30, 2026.""]"
travel_03,rolling_summary,4,5,When does the traveler's passport expire?,F1,I don't know,"[""March 14, 2027"", ""It expires on March 14, 2027"", ""The traveler\u2019s passport expires on March 14, 2027.""]"
travel_03,rolling_summary,4,10,On which weekday can the traveler not attend embassy appointments?,F3,The traveler cannot attend embassy appointments on weekdays other than Friday.,"[""Fridays"", ""The traveler cannot attend embassy appointments on Fridays"", ""The traveler cannot attend embassy appointments on Fridays.""]"
travel_03,rolling_summary,4,15,On which date did the traveler renew their bank statement package?,F7,I don't know,"[""May 2, 2026"", ""The bank statement package was renewed on May 2, 2026"", ""The traveler renewed their bank statement package on May 2, 2026.""]"
travel_03,rolling_summary,4,20,When and where does the conference the traveler must attend start?,F2,I don't know,"[""Berlin on September 18, 2026"", ""The conference starts in Berlin on September 18, 2026"", ""The traveler must attend a conference in Berlin starting September 18, 2026.""]"
travel_03,rolling_summary,4,25,By what date does the traveler need the visa issued?,F4,"Before September 18, 2026, the conference start date in Berlin, Germany.","[""August 30, 2026"", ""The visa must be issued no later than August 30, 2026"", ""The traveler needs the visa issued no later than August 30, 2026.""]"
travel_03,hierarchical,0,5,When does the traveler's passport expire?,F1,The passport must be valid at least 6 months beyond travel dates; exact expiration date not mentioned.,"[""March 14, 2027"", ""It expires on March 14, 2027"", ""The traveler\u2019s passport expires on March 14, 2027.""]"
travel_03,hierarchical,0,10,On which weekday can the traveler not attend embassy appointments?,F3,I don't know,"[""Fridays"", ""The traveler cannot attend embassy appointments on Fridays"", ""The traveler cannot attend embassy appointments on Fridays.""]"
travel_03,hierarchical,0,15,On which date did the traveler renew their bank statement package?,F7,I don't know,"[""May 2, 2026"", ""The bank statement package was renewed on May 2, 2026"", ""The traveler renewed their bank statement package on May 2, 2026.""]"
travel_03,hierarchical,0,20,When and where does the conference the traveler must attend start?,F2,I don't know,"[""Berlin on September 18, 2026"", ""The conference starts in Berlin on September 18, 2026"", ""The traveler must attend a conference in Berlin starting September 18, 2026.""]"
travel_03,hierarchical,0,25,By what date does the traveler need the visa issued?,F4,The visa must be issued by August 30.,"[""August 30, 2026"", ""The visa must be issued no later than August 30, 2026"", ""The traveler needs the visa issued no later than August 30, 2026.""]"
travel_03,hierarchical,1,5,When does the traveler's passport expire?,F1,I don't know,"[""March 14, 2027"", ""It expires on March 14, 2027"", ""The traveler\u2019s passport expires on March 14, 2027.""]"
travel_03,hierarchical,1,10,On which weekday can the traveler not attend embassy appointments?,F3,I don't know,"[""Fridays"", ""The traveler cannot attend embassy appointments on Fridays"", ""The traveler cannot attend embassy appointments on Fridays.""]"
travel_03,hierarchical,1,15,On which date did the traveler renew their bank statement package?,F7,I don't know,"[""May 2, 2026"", ""The bank statement package was renewed on May 2, 2026"", ""The traveler renewed their bank statement package on May 2, 2026.""]"
travel_03,hierarchical,1,20,When and where does the conference the traveler must attend start?,F2,The conference is in Germany; exact start date not specified in the conversation history.,"[""Berlin on September 18, 2026"", ""The conference starts in Berlin on September 18, 2026"", ""The traveler must attend a conference in Berlin starting September 18, 2026.""]"
travel_03,hierarchical,1,25,By what date does the traveler need the visa issued?,F4,"August 30, 2026","[""August 30, 2026"", ""The visa must be issued no later than August 30, 2026"", ""The traveler needs the visa issued no later than August 30, 2026.""]"
travel_03,hierarchical,2,5,When does the traveler's passport expire?,F1,The passport must be valid at least 6 months after the planned return date.,"[""March 14, 2027"", ""It expires on March 14, 2027"", ""The traveler\u2019s passport expires on March 14, 2027.""]"
travel_03,hierarchical,2,10,On which weekday can the traveler not attend embassy appointments?,F3,I don't know,"[""Fridays"", ""The traveler cannot attend embassy appointments on Fridays"", ""The traveler cannot attend embassy appointments on Fridays.""]"
travel_03,hierarchical,2,15,On which date did the traveler renew their bank statement package?,F7,I don't know,"[""May 2, 2026"", ""The bank statement package was renewed on May 2, 2026"", ""The traveler renewed their bank statement package on May 2, 2026.""]"
travel_03,hierarchical,2,20,When and where does the conference the traveler must attend start?,F2,"The conference starts before August 30, and the traveler must attend in Germany.","[""Berlin on September 18, 2026"", ""The conference starts in Berlin on September 18, 2026"", ""The traveler must attend a conference in Berlin starting September 18, 2026.""]"
travel_03,hierarchical,2,25,By what date does the traveler need the visa issued?,F4,Visa must be issued by August 30.,"[""August 30, 2026"", ""The visa must be issued no later than August 30, 2026"", ""The traveler needs the visa issued no later than August 30, 2026.""]"
travel_03,hierarchical,3,5,When does the traveler's passport expire?,F1,The passport must be valid at least 6 months beyond the stay; exact expiration date not provided.,"[""March 14, 2027"", ""It expires on March 14, 2027"", ""The traveler\u2019s passport expires on March 14, 2027.""]"
travel_03,hierarchical,3,10,On which weekday can the traveler not attend embassy appointments?,F3,No specific weekday restrictions mentioned; traveler can attend embassy appointments on any weekday.,"[""Fridays"", ""The traveler cannot attend embassy appointments on Fridays"", ""The traveler cannot attend embassy appointments on Fridays.""]"
travel_03,hierarchical,3,15,On which date did the traveler renew their bank statement package?,F7,I don't know,"[""May 2, 2026"", ""The bank statement package was renewed on May 2, 2026"", ""The traveler renewed their bank statement package on May 2, 2026.""]"
travel_03,hierarchical,3,20,When and where does the conference the traveler must attend start?,F2,"The conference is in Germany, starting after August 30 (visa issuance deadline).","[""Berlin on September 18, 2026"", ""The conference starts in Berlin on September 18, 2026"", ""The traveler must attend a conference in Berlin starting September 18, 2026.""]"
travel_03,hierarchical,3,25,By what date does the traveler need the visa issued?,F4,"August 30, 2026","[""August 30, 2026"", ""The visa must be issued no later than August 30, 2026"", ""The traveler needs the visa issued no later than August 30, 2026.""]"
travel_03,hierarchical,4,5,When does the traveler's passport expire?,F1,The conversation states the passport must have at least 6 months validity beyond stay; exact expiry date unknown.,"[""March 14, 2027"", ""It expires on March 14, 2027"", ""The traveler\u2019s passport expires on March 14, 2027.""]"
travel_03,hierarchical,4,10,On which weekday can the traveler not attend embassy appointments?,F3,I don't know,"[""Fridays"", ""The traveler cannot attend embassy appointments on Fridays"", ""The traveler cannot attend embassy appointments on Fridays.""]"
travel_03,hierarchical,4,15,On which date did the traveler renew their bank statement package?,F7,I don't know,"[""May 2, 2026"", ""The bank statement package was renewed on May 2, 2026"", ""The traveler renewed their bank statement package on May 2, 2026.""]"
travel_03,hierarchical,4,20,When and where does the conference the traveler must attend start?,F2,I don't know,"[""Berlin on September 18, 2026"", ""The conference starts in Berlin on September 18, 2026"", ""The traveler must attend a conference in Berlin starting September 18, 2026.""]"
travel_03,hierarchical,4,25,By what date does the traveler need the visa issued?,F4,"Visa must be issued by August 30, 2026.","[""August 30, 2026"", ""The visa must be issued no later than August 30, 2026"", ""The traveler needs the visa issued no later than August 30, 2026.""]"
travel_03,rag,0,5,When does the traveler's passport expire?,F1,I don't know,"[""March 14, 2027"", ""It expires on March 14, 2027"", ""The traveler\u2019s passport expires on March 14, 2027.""]"
travel_03,rag,0,10,On which weekday can the traveler not attend embassy appointments?,F3,I don't know,"[""Fridays"", ""The traveler cannot attend embassy appointments on Fridays"", ""The traveler cannot attend embassy appointments on Fridays.""]"
travel_03,rag,0,15,On which date did the traveler renew their bank statement package?,F7,I don't know,"[""May 2, 2026"", ""The bank statement package was renewed on May 2, 2026"", ""The traveler renewed their bank statement package on May 2, 2026.""]"
travel_03,rag,0,20,When and where does the conference the traveler must attend start?,F2,I don't know,"[""Berlin on September 18, 2026"", ""The conference starts in Berlin on September 18, 2026"", ""The traveler must attend a conference in Berlin starting September 18, 2026.""]"
travel_03,rag,0,25,By what date does the traveler need the visa issued?,F4,"August 30, 2026","[""August 30, 2026"", ""The visa must be issued no later than August 30, 2026"", ""The traveler needs the visa issued no later than August 30, 2026.""]"
travel_03,rag,1,5,When does the traveler's passport expire?,F1,I don't know,"[""March 14, 2027"", ""It expires on March 14, 2027"", ""The traveler\u2019s passport expires on March 14, 2027.""]"
travel_03,rag,1,10,On which weekday can the traveler not attend embassy appointments?,F3,I don't know,"[""Fridays"", ""The traveler cannot attend embassy appointments on Fridays"", ""The traveler cannot attend embassy appointments on Fridays.""]"
travel_03,rag,1,15,On which date did the traveler renew their bank statement package?,F7,I don't know,"[""May 2, 2026"", ""The bank statement package was renewed on May 2, 2026"", ""The traveler renewed their bank statement package on May 2, 2026.""]"
travel_03,rag,1,20,When and where does the conference the traveler must attend start?,F2,I don't know,"[""Berlin on September 18, 2026"", ""The conference starts in Berlin on September 18, 2026"", ""The traveler must attend a conference in Berlin starting September 18, 2026.""]"
travel_03,rag,1,25,By what date does the traveler need the visa issued?,F4,"The traveler needs the visa issued by August 30, 2026.","[""August 30, 2026"", ""The visa must be issued no later than August 30, 2026"", ""The traveler needs the visa issued no later than August 30, 2026.""]"
travel_03,rag,2,5,When does the traveler's passport expire?,F1,I don't know,"[""March 14, 2027"", ""It expires on March 14, 2027"", ""The traveler\u2019s passport expires on March 14, 2027.""]"
travel_03,rag,2,10,On which weekday can the traveler not attend embassy appointments?,F3,I don't know,"[""Fridays"", ""The traveler cannot attend embassy appointments on Fridays"", ""The traveler cannot attend embassy appointments on Fridays.""]"
travel_03,rag,2,15,On which date did the traveler renew their bank statement package?,F7,I don't know,"[""May 2, 2026"", ""The bank statement package was renewed on May 2, 2026"", ""The traveler renewed their bank statement package on May 2, 2026.""]"
travel_03,rag,2,20,When and where does the conference the traveler must attend start?,F2,The conference start date and location are not mentioned in the conversation history.,"[""Berlin on September 18, 2026"", ""The conference starts in Berlin on September 18, 2026"", ""The traveler must attend a conference in Berlin starting September 18, 2026.""]"
travel_03,rag,2,25,By what date does the traveler need the visa issued?,F4,"By August 30, 2026, the visa must be issued.","[""August 30, 2026"", ""The visa must be issued no later than August 30, 2026"", ""The traveler needs the visa issued no later than August 30, 2026.""]"
travel_03,rag,3,5,When does the traveler's passport expire?,F1,I don't know,"[""March 14, 2027"", ""It expires on March 14, 2027"", ""The traveler\u2019s passport expires on March 14, 2027.""]"
travel_03,rag,3,10,On which weekday can the traveler not attend embassy appointments?,F3,The traveler cannot attend embassy appointments on weekdays other than Friday.,"[""Fridays"", ""The traveler cannot attend embassy appointments on Fridays"", ""The traveler cannot attend embassy appointments on Fridays.""]"
travel_03,rag,3,15,On which date did the traveler renew their bank statement package?,F7,I don't know,"[""May 2, 2026"", ""The bank statement package was renewed on May 2, 2026"", ""The traveler renewed their bank statement package on May 2, 2026.""]"
travel_03,rag,3,20,When and where does the conference the traveler must attend start?,F2,Early July at the conference venue; exact date and location not provided in the conversation history.,"[""Berlin on September 18, 2026"", ""The conference starts in Berlin on September 18, 2026"", ""The traveler must attend a conference in Berlin starting September 18, 2026.""]"
travel_03,rag,3,25,By what date does the traveler need the visa issued?,F4,"By August 30, 2026.","[""August 30, 2026"", ""The visa must be issued no later than August 30, 2026"", ""The traveler needs the visa issued no later than August 30, 2026.""]"
travel_03,rag,4,5,When does the traveler's passport expire?,F1,The passport must have at least 6 months validity beyond the planned stay.,"[""March 14, 2027"", ""It expires on March 14, 2027"", ""The traveler\u2019s passport expires on March 14, 2027.""]"
travel_03,rag,4,10,On which weekday can the traveler not attend embassy appointments?,F3,I don't know,"[""Fridays"", ""The traveler cannot attend embassy appointments on Fridays"", ""The traveler cannot attend embassy appointments on Fridays.""]"
travel_03,rag,4,15,On which date did the traveler renew their bank statement package?,F7,I don't know,"[""May 2, 2026"", ""The bank statement package was renewed on May 2, 2026"", ""The traveler renewed their bank statement package on May 2, 2026.""]"
travel_03,rag,4,20,When and where does the conference the traveler must attend start?,F2,I don't know,"[""Berlin on September 18, 2026"", ""The conference starts in Berlin on September 18, 2026"", ""The traveler must attend a conference in Berlin starting September 18, 2026.""]"
travel_03,rag,4,25,By what date does the traveler need the visa issued?,F4,"August 30, 2026","[""August 30, 2026"", ""The visa must be issued no later than August 30, 2026"", ""The traveler needs the visa issued no later than August 30, 2026.""]"
travel_04,baseline,0,5,When does the traveler's current passport expire?,F1,I don't know,"[""2028"", ""It expires on January 9, 2028"", ""The traveler\u2019s current passport expires on January 9, 2028.""]"
travel_04,baseline,0,10,During which week can the traveler not travel to Islamabad for biometric appointments?,F3,The traveler cannot travel during weeks without available biometric slots; no unavailable weeks mentioned.,"[""The first week of July"", ""The traveler cannot travel to Islamabad during the first week of July"", ""The traveler cannot travel to Islamabad for biometric appointments during the first week of July.""]"
travel_04,baseline,0,15,On which date did the traveler update employment verification documents?,F7,"This week, as the traveler is gathering updated employment records from HR.","[""April 28, 2026"", ""The employment verification documents were updated on April 28, 2026"", ""The traveler updated employment verification documents on April 28, 2026.""]"
travel_04,baseline,0,20,When does the traveler plan to fly to London for the training program?,F2,The traveler plans to fly to London by October for the training program.,"[""London on November 3, 2026"", ""The traveler plans to fly to London on November 3, 2026"", ""The traveler plans to fly to London on November 3, 2026 for a training program.""]"
travel_04,baseline,0,25,By when must the traveler receive the visa decision?,F4,"By early October, before the planned flight to London and training program.","[""Before October 1, 2026"", ""The visa decision must arrive before October 1, 2026"", ""The traveler must receive the visa decision before October 1, 2026.""]"
travel_04,baseline,1,5,When does the traveler's current passport expire?,F1,I don't know,"[""2028"", ""It expires on January 9, 2028"", ""The traveler\u2019s current passport expires on January 9, 2028.""]"
travel_04,baseline,1,10,During which week can the traveler not travel to Islamabad for biometric appointments?,F3,I don't know,"[""The first week of July"", ""The traveler cannot travel to Islamabad during the first week of July"", ""The traveler cannot travel to Islamabad for biometric appointments during the first week of July.""]"
travel_04,baseline,1,15,On which date did the traveler update employment verification documents?,F7,This week.,"[""April 28, 2026"", ""The employment verification documents were updated on April 28, 2026"", ""The traveler updated employment verification documents on April 28, 2026.""]"
travel_04,baseline,1,20,When does the traveler plan to fly to London for the training program?,F2,The traveler plans to fly before October for the training program.,"[""London on November 3, 2026"", ""The traveler plans to fly to London on November 3, 2026"", ""The traveler plans to fly to London on November 3, 2026 for a training program.""]"
travel_04,baseline,1,25,By when must the traveler receive the visa decision?,F4,"The traveler should receive the visa decision before their planned London trip on November 3, 2026.","[""Before October 1, 2026"", ""The visa decision must arrive before October 1, 2026"", ""The traveler must receive the visa decision before October 1, 2026.""]"
travel_04,baseline,2,5,When does the traveler's current passport expire?,F1,The current passport is expiring soon.,"[""2028"", ""It expires on January 9, 2028"", ""The traveler\u2019s current passport expires on January 9, 2028.""]"
travel_04,baseline,2,10,During which week can the traveler not travel to Islamabad for biometric appointments?,F3,No specific week was mentioned as unavailable for Islamabad biometric appointments.,"[""The first week of July"", ""The traveler cannot travel to Islamabad during the first week of July"", ""The traveler cannot travel to Islamabad for biometric appointments during the first week of July.""]"
travel_04,baseline,2,15,On which date did the traveler update employment verification documents?,F7,The traveler is gathering updated employment records from HR this week.,"[""April 28, 2026"", ""The employment verification documents were updated on April 28, 2026"", ""The traveler updated employment verification documents on April 28, 2026.""]"
travel_04,baseline,2,20,When does the traveler plan to fly to London for the training program?,F2,The traveler plans to fly to London before October for the training program.,"[""London on November 3, 2026"", ""The traveler plans to fly to London on November 3, 2026"", ""The traveler plans to fly to London on November 3, 2026 for a training program.""]"
travel_04,baseline,2,25,By when must the traveler receive the visa decision?,F4,"The traveler should receive the visa decision before November 3, 2026, the planned London travel date.","[""Before October 1, 2026"", ""The visa decision must arrive before October 1, 2026"", ""The traveler must receive the visa decision before October 1, 2026.""]"
travel_04,baseline,3,5,When does the traveler's current passport expire?,F1,I don't know,"[""2028"", ""It expires on January 9, 2028"", ""The traveler\u2019s current passport expires on January 9, 2028.""]"
travel_04,baseline,3,10,During which week can the traveler not travel to Islamabad for biometric appointments?,F3,The traveler cannot travel during weeks earlier than early July for biometric appointments in Islamabad.,"[""The first week of July"", ""The traveler cannot travel to Islamabad during the first week of July"", ""The traveler cannot travel to Islamabad for biometric appointments during the first week of July.""]"
travel_04,baseline,3,15,On which date did the traveler update employment verification documents?,F7,"The traveler updated employment verification documents within the current month, specifically this week.","[""April 28, 2026"", ""The employment verification documents were updated on April 28, 2026"", ""The traveler updated employment verification documents on April 28, 2026.""]"
travel_04,baseline,3,20,When does the traveler plan to fly to London for the training program?,F2,The traveler plans to fly to London by October.,"[""London on November 3, 2026"", ""The traveler plans to fly to London on November 3, 2026"", ""The traveler plans to fly to London on November 3, 2026 for a training program.""]"
travel_04,baseline,3,25,By when must the traveler receive the visa decision?,F4,"The traveler should receive the visa decision well before November 3, 2026.","[""Before October 1, 2026"", ""The visa decision must arrive before October 1, 2026"", ""The traveler must receive the visa decision before October 1, 2026.""]"
travel_04,baseline,4,5,When does the traveler's current passport expire?,F1,I don't know,"[""2028"", ""It expires on January 9, 2028"", ""The traveler\u2019s current passport expires on January 9, 2028.""]"
travel_04,baseline,4,10,During which week can the traveler not travel to Islamabad for biometric appointments?,F3,I don't know,"[""The first week of July"", ""The traveler cannot travel to Islamabad during the first week of July"", ""The traveler cannot travel to Islamabad for biometric appointments during the first week of July.""]"
travel_04,baseline,4,15,On which date did the traveler update employment verification documents?,F7,The traveler is gathering updated employment records from HR during this week.,"[""April 28, 2026"", ""The employment verification documents were updated on April 28, 2026"", ""The traveler updated employment verification documents on April 28, 2026.""]"
travel_04,baseline,4,20,When does the traveler plan to fly to London for the training program?,F2,The traveler plans to fly to London by October for the training program.,"[""London on November 3, 2026"", ""The traveler plans to fly to London on November 3, 2026"", ""The traveler plans to fly to London on November 3, 2026 for a training program.""]"
travel_04,baseline,4,25,By when must the traveler receive the visa decision?,F4,"By October, before the planned travel to London for the training program.","[""Before October 1, 2026"", ""The visa decision must arrive before October 1, 2026"", ""The traveler must receive the visa decision before October 1, 2026.""]"
travel_04,rolling_summary,0,5,When does the traveler's current passport expire?,F1,I don't know,"[""2028"", ""It expires on January 9, 2028"", ""The traveler\u2019s current passport expires on January 9, 2028.""]"
travel_04,rolling_summary,0,10,During which week can the traveler not travel to Islamabad for biometric appointments?,F3,I don't know,"[""The first week of July"", ""The traveler cannot travel to Islamabad during the first week of July"", ""The traveler cannot travel to Islamabad for biometric appointments during the first week of July.""]"
travel_04,rolling_summary,0,15,On which date did the traveler update employment verification documents?,F7,I don't know,"[""April 28, 2026"", ""The employment verification documents were updated on April 28, 2026"", ""The traveler updated employment verification documents on April 28, 2026.""]"
travel_04,rolling_summary,0,20,When does the traveler plan to fly to London for the training program?,F2,I don't know,"[""London on November 3, 2026"", ""The traveler plans to fly to London on November 3, 2026"", ""The traveler plans to fly to London on November 3, 2026 for a training program.""]"
travel_04,rolling_summary,0,25,By when must the traveler receive the visa decision?,F4,"By October, to ensure timely travel plans after completing biometrics by August.","[""Before October 1, 2026"", ""The visa decision must arrive before October 1, 2026"", ""The traveler must receive the visa decision before October 1, 2026.""]"
travel_04,rolling_summary,1,5,When does the traveler's current passport expire?,F1,I don't know,"[""2028"", ""It expires on January 9, 2028"", ""The traveler\u2019s current passport expires on January 9, 2028.""]"
travel_04,rolling_summary,1,10,During which week can the traveler not travel to Islamabad for biometric appointments?,F3,I don't know,"[""The first week of July"", ""The traveler cannot travel to Islamabad during the first week of July"", ""The traveler cannot travel to Islamabad for biometric appointments during the first week of July.""]"
travel_04,rolling_summary,1,15,On which date did the traveler update employment verification documents?,F7,The traveler can collect salary certificates and sponsor letters within the current month (no specific date given).,"[""April 28, 2026"", ""The employment verification documents were updated on April 28, 2026"", ""The traveler updated employment verification documents on April 28, 2026.""]"
travel_04,rolling_summary,1,20,When does the traveler plan to fly to London for the training program?,F2,The traveler plans to fly to London for the training program in October.,"[""London on November 3, 2026"", ""The traveler plans to fly to London on November 3, 2026"", ""The traveler plans to fly to London on November 3, 2026 for a training program.""]"
travel_04,rolling_summary,1,25,By when must the traveler receive the visa decision?,F4,"By October, to allow enough time after completing biometrics by August for UK visa processing.","[""Before October 1, 2026"", ""The visa decision must arrive before October 1, 2026"", ""The traveler must receive the visa decision before October 1, 2026.""]"
travel_04,rolling_summary,2,5,When does the traveler's current passport expire?,F1,I don't know,"[""2028"", ""It expires on January 9, 2028"", ""The traveler\u2019s current passport expires on January 9, 2028.""]"
travel_04,rolling_summary,2,10,During which week can the traveler not travel to Islamabad for biometric appointments?,F3,I don't know,"[""The first week of July"", ""The traveler cannot travel to Islamabad during the first week of July"", ""The traveler cannot travel to Islamabad for biometric appointments during the first week of July.""]"
travel_04,rolling_summary,2,15,On which date did the traveler update employment verification documents?,F7,This week in the current month.,"[""April 28, 2026"", ""The employment verification documents were updated on April 28, 2026"", ""The traveler updated employment verification documents on April 28, 2026.""]"
travel_04,rolling_summary,2,20,When does the traveler plan to fly to London for the training program?,F2,The traveler plans to attend training in London by October.,"[""London on November 3, 2026"", ""The traveler plans to fly to London on November 3, 2026"", ""The traveler plans to fly to London on November 3, 2026 for a training program.""]"
travel_04,rolling_summary,2,25,By when must the traveler receive the visa decision?,F4,Before October to allow enough processing time for the UK visa.,"[""Before October 1, 2026"", ""The visa decision must arrive before October 1, 2026"", ""The traveler must receive the visa decision before October 1, 2026.""]"
travel_04,rolling_summary,3,5,When does the traveler's current passport expire?,F1,I don't know,"[""2028"", ""It expires on January 9, 2028"", ""The traveler\u2019s current passport expires on January 9, 2028.""]"
travel_04,rolling_summary,3,10,During which week can the traveler not travel to Islamabad for biometric appointments?,F3,The traveler cannot attend biometric appointments in Islamabad during any week before early July.,"[""The first week of July"", ""The traveler cannot travel to Islamabad during the first week of July"", ""The traveler cannot travel to Islamabad for biometric appointments during the first week of July.""]"
travel_04,rolling_summary,3,15,On which date did the traveler update employment verification documents?,F7,The traveler is gathering updated employment records from HR this week (current week).,"[""April 28, 2026"", ""The employment verification documents were updated on April 28, 2026"", ""The traveler updated employment verification documents on April 28, 2026.""]"
travel_04,rolling_summary,3,20,When does the traveler plan to fly to London for the training program?,F2,I don't know.,"[""London on November 3, 2026"", ""The traveler plans to fly to London on November 3, 2026"", ""The traveler plans to fly to London on November 3, 2026 for a training program.""]"
travel_04,rolling_summary,3,25,By when must the traveler receive the visa decision?,F4,"By October, to allow processing after biometrics completed by August.","[""Before October 1, 2026"", ""The visa decision must arrive before October 1, 2026"", ""The traveler must receive the visa decision before October 1, 2026.""]"
travel_04,rolling_summary,4,5,When does the traveler's current passport expire?,F1,I don't know,"[""2028"", ""It expires on January 9, 2028"", ""The traveler\u2019s current passport expires on January 9, 2028.""]"
